return_id,order_id,customer_id,email,return_date,reason,return_type,refunded_amount,return_channel,agent_id,refund_method
RTN-88397990,ORD-79595211,GUEST-101250,wjohnson@example.com,2025-02-01,Damaged in transit,Refund,647.7,Social Media,ONLINE,Credit Card
RTN-50015844,ORD-60437523,CUST-2277,james.fields@gmail.com,2025-02-20,Wrong item,Refund,963.26,Web,ONLINE,Credit Card
RTN-33957549,ORD-18161248,GUEST-101729,bryceking@example.com,2025-02-23,No longer needed,Refund,1143.52,NewEgg,,Apple Pay
RTN-27936677,ORD-64702986,CUST-5778,philip.contreras@yahoo.com,2025-01-30,Defective,Refund,3149.31,Web,ONLINE,Credit Card
RTN-67048420,ORD-64702986,CUST-5778,philip.contreras@yahoo.com,2025-02-19,Arrived damaged,refund,0.0,Web,ONLINE,Credit Card
RTN-80670348,ORD-81354416,CUST-6342,carol.smith@hotmail.com,2025-02-17,Wrong item,Refund,248.1,NewEgg,ONLINE,ACH
RTN-84688056,ORD-47402544,GUEST-101932,jessicakey@example.net,2025-02-13,Product did not match description,Refund,59.41,WEB,ONLINE,Apple Pay
RTN-62940172,ORD-74530395,GUEST-102138,hermanteresa@example.com,2025-02-22,Changed mind,Refund,465.8,Web,ONLINE,Credit Card
RTN-83645639,ORD-80646389,GUEST-103252,yrhodes@example.com,2025-02-07,No longer needed,Refund,368.55,Phone,CSR-0003,Credit Card
RTN-30488921,ORD-92129913,CUST-7294,jennifer.smith@hotmail.com,2025-02-25,Arrived damaged,Refund,1759.38,Social Media,ONLINE,Apple Pay
RTN-48570863,ORD-05553793,GUEST-101319,jacqueline10@example.net,2025-02-17,Wrong item,Refund,57.27,Phone,CSR-0018,Credit Card
RTN-54312821,ORD-68051595,GUEST-102865,webbdiamond@example.org,2025-02-17,Changed mind,Refund,389.14,Web,ONLINE,Credit Card
RTN-19502842,ORD-72737999,CUST-2298,james.klein@gmail.com,2025-02-04,changed mind,refund,1241.01,Web,ONLINE,Credit Card
RTN-11777678,ORD-34457278,CUST-6038,amanda.lynch@hotmail.com,2025-02-16,Wrong item,Refund,1195.44,Web,ONLINE,Credit Card
RTN-00852850,ORD-49391605,GUEST-101318,floydcraig@example.org,2025-04-13,Changed mind,Refund,563.57,web,ONLINE,Google Pay
RTN-84185964,ORD-49391605,GUEST-101318,floydcraig@example.org,2025-04-19,  No longer needed ,Refund,256.88,Web,ONLINE,Google Pay
RTN-05473289,ORD-40294305,CUST-2695,dakota.jackson@yahoo.com,2025-02-24,Defective,Refund,1602.23,Web,ONLINE,Credit Card
RTN-42187135,ORD-69669957,CUST-2481,andrew.mitchell@hotmail.com,2025-02-24,Arrived damaged,Refund,1395.56,Ebay,ONLINE,Apple Pay
RTN-49045192,ORD-69669957,CUST-2481,andrew.mitchell@hotmail.com,2025-03-18,Arrived damaged,Refund,0.0,Ebay,ONLINE,Apple Pay
RTN-60983527,ORD-79988408,GUEST-103139,zwarren@example.net,2025-02-24,Product did not match description,Refund,2095.82,Phone,CSR-0004,Credit Card
RTN-75311018,ORD-79988408,GUEST-103139,zwarren@example.net,2025-03-27,Wrong item,Refund,0.0,Phone,CSR-0004,Credit Card
RTN-67653742,ORD-95050452,GUEST-103575,crodriguez@example.org,2025-02-28,Changed mind,Refund,817.37,Ebay,ONLINE,Credit Card
RTN-62686738,ORD-93946351,GUEST-103206,sheila24@example.com,2025-02-13,Item arrived late,Refund,99.7,Web,ONLINE,PayPal
RTN-91888821,ORD-97457864,GUEST-101340,garygrant@example.com,2025-02-03,Found a better price,Refund,42.53,Web,ONLINE,Credit Card
RTN-75117606,ORD-87482324,CUST-2761,danny.thomas@hotmail.com,2025-02-20,Wrong item,Refund,3315.02,Web,ONLINE,PayPal
RTN-77539356,ORD-26181981,CUST-6367,shirley.johnston@hotmail.com,2025-03-04,Changed mind,Refund,388.82,NewEgg,ONLINE,Credit Card
RTN-68103948,ORD-19594541,GUEST-101033,fmiller@example.net,2025-03-05,  Wrong item ,Refund,536.61,Phone,CSR-0008,Credit Card
RTN-37310847,ORD-50295142,CUST-1788,tanya.johnson@gmail.com,2025-02-23,Defective,Refund,913.19,Web,ONLINE,Credit Card
RTN-67721839,ORD-97398876,CUST-4446,jessica.tran@hotmail.com,2025-04-09,Changed mind,Refund,153.45,  Social Media  ,ONLINE,ACH
RTN-19589245,ORD-78983154,CUST-1493,tiffany.blackwell@yahoo.com,2025-02-25,Damaged in transit,  Refund ,96.36,Social Media,ONLINE,Credit Card
RTN-28037086,ORD-68608382,CUST-2768,joseph.rojas@yahoo.com,2025-03-05,No longer needed,refund,35.64,Social Media,ONLINE,Credit Card
RTN-42188304,ORD-68608382,CUST-2768,joseph.rojas@yahoo.com,2025-03-29,Defective,Refund,0.0,Social Media,ONLINE,Credit Card
RTN-15859553,ORD-95671373,GUEST-101158,kimberlyfrancis@example.org,2025-02-07,Defective,Refund,353.11,Social Media,ONLINE,Apple Pay
RTN-21295476,ORD-83219653,CUST-7003,jessica.manning@gmail.com,2025-02-05,Arrived Damaged,  Refund  ,1477.59,Web,ONLINE,PayPal
RTN-50752616,ORD-83219653,CUST-7003,jessica.manning@gmail.com,2025-03-05,Wrong item,Refund,0.0,Web,ONLINE,PayPal
RTN-18826680,ORD-22666950,CUST-1774,robert.kelly@gmail.com,2025-02-26,Arrived damaged,Refund,1180.06,  Web  ,ONLINE,Credit Card
RTN-61699277,ORD-22666950,CUST-1774,robert.kelly@gmail.com,2025-03-17,Damaged in transit,REFUND,0.0,Web,ONLINE,Credit Card
RTN-39611543,ORD-78182456,CUST-6292,jose.garcia@hotmail.com,2025-03-01,Found a better price,Refund,302.59,Ebay,ONLINE,Credit Card
RTN-26774608,ORD-93780335,GUEST-100250,jenniferbates@example.org,2025-03-03,Damaged in transit,Refund,769.41,Social Media,ONLINE,PayPal
RTN-12466385,ORD-62490357,CUST-1913,gina.mccann@yahoo.com,2025-02-26,Changed mind,Refund,58.08,Phone,CSR-0013,Credit Card
RTN-10777240,ORD-04626668,GUEST-102090,zfarmer@example.net,2025-02-20,Product did not match description,Refund,194.84,Ebay,ONLINE,Credit Card
RTN-22707372,ORD-43608176,CUST-6975,rhonda.kim@hotmail.com,2025-03-05,Wrong item,Refund,1226.93,Web,ONLINE,Credit Card
RTN-58347948,ORD-94408999,GUEST-102408,castrobrian@example.com,2025-02-15,Product did not match description,Refund,905.84,NewEgg,ONLINE,Credit Card
RTN-44990528,ORD-82764570,CUST-4553,cassandra.hughes@hotmail.com,2025-02-12,Damaged in transit,REFUND,3890.7,  Web  ,ONLINE,Apple Pay
RTN-19332742,ORD-24297235,GUEST-102452,zhobbs@example.net,2025-03-01,Changed mind,Refund,270.09,Ebay,ONLINE,Credit Card
RTN-92166268,ORD-02594953,CUST-4528,tyler.greene@yahoo.com,2025-03-08,No longer needed,  Refund ,692.38,Social Media,ONLINE,Credit Card
RTN-44942689,ORD-02594953,CUST-4528,tyler.greene@yahoo.com,2025-07-06,Item arrived late,Refund,812.41,Social Media,ONLINE,Credit Card
RTN-78272251,ORD-16449127,CUST-2041,russell.farmer@yahoo.com,2025-03-08,No longer needed,Refund,714.73,Web,ONLINE,PayPal
RTN-44563215,ORD-38938612,CUST-5075,peter.rojas@hotmail.com,2025-03-08,Wrong item,Refund,350.68,  Web ,ONLINE,Credit Card
RTN-28208280,ORD-69983527,CUST-2147,erik.hines@yahoo.com,2025-02-26,Product did not match description,Refund,708.04,web,ONLINE,Credit Card
RTN-77747529,ORD-24658515,CUST-2071,melissa.smith@gmail.com,2025-02-08,Arrived damaged,Refund,915.53,Web,,Credit Card
RTN-47281450,ORD-59562608,CUST-2528,wesley.ferguson@yahoo.com,2025-02-26,Damaged in transit,Refund,448.2,Web,ONLINE,Credit Card
RTN-94237578,ORD-42126105,CUST-3181,kevin.white@gmail.com,2025-03-06,Found a better price,REFUND,636.69,Phone,CSR-0019,Credit Card
RTN-80906888,ORD-55005918,CUST-1913,gina.mccann@yahoo.com,2025-02-17,Wrong item,Refund,575.7,Ebay,ONLINE,Credit Card
RTN-48782462,ORD-10316125,CUST-3566,kimberly.osborne@hotmail.com,2025-03-06,Wrong item,Refund,1811.64,Web,ONLINE,Google Pay
RTN-89843301,ORD-33675073,CUST-2927,emily.harrington@hotmail.com,2025-02-16,Item arrived late,Refund,122.64,Phone,CSR-0020,Google Pay
RTN-55066166,ORD-33675073,CUST-2927,emily.harrington@hotmail.com,2025-03-19,Product did not match description,refund,355.57,Phone,CSR-0020,Google Pay
RTN-00203726,ORD-30325491,CUST-4031,jessica.wagner@hotmail.com,2025-03-10,Defective,Refund,442.71,NewEgg,ONLINE,Credit Card
RTN-11724585,ORD-30048836,CUST-3390,jessica.vaughan@gmail.com,2025-03-01, Wrong item ,Refund,936.56,Phone,CSR-0014,PayPal
RTN-48240527,ORD-86258122,CUST-6456,barbara.allen@gmail.com,2025-02-25,Changed mind,Refund,234.79,Web,ONLINE,PayPal
RTN-09838071,ORD-54107951,GUEST-101135,corylutz@example.com,2025-02-18,Damaged in transit,Refund,526.22,Ebay,ONLINE,Credit Card
RTN-62692550,ORD-94301292,CUST-5388,mallory.jones@gmail.com,2025-02-23,Defective,Refund,4401.11,NewEgg,ONLINE,Credit Card
RTN-79886784,ORD-18843989,GUEST-103713,castrodaniel@example.net,2025-02-20,Changed mind,Refund,346.16,Web,ONLINE,Apple Pay
RTN-62264323,ORD-18843989,GUEST-103713,castrodaniel@example.net,2025-03-09,  Damaged in transit ,Refund,0.0,Web,ONLINE,Apple Pay
RTN-38973391,ORD-15737721,CUST-1758,john.monroe@hotmail.com,2025-03-10,Changed mind,Refund,1291.46,Phone,CSR-0011,Credit Card
RTN-40796730,ORD-45558086,CUST-4014,jillian.atkins@hotmail.com,2025-03-05,Wrong item,Refund,1420.36,  NewEgg  ,ONLINE,Credit Card
RTN-28299100,ORD-45558086,CUST-4014,jillian.atkins@hotmail.com,2025-03-31,Defective,Refund,0.0,NewEgg,ONLINE,Credit Card
RTN-07565811,ORD-06392715,GUEST-100322,cranejulie@example.net,2025-02-21,Damaged in transit,Refund,216.76,Phone,CSR-0003,Credit Card
RTN-87146111,ORD-15567747,CUST-2249,derek.delacruz@yahoo.com,2025-02-27,Damaged in transit,Refund,291.2,Social Media,ONLINE,Apple Pay
RTN-72582557,ORD-23202043,CUST-7188,jack.patel@gmail.com,2025-02-20,Product did not match description,Refund,1603.35,Ebay,,Credit Card
RTN-17315275,ORD-39802763,CUST-6409,stephanie.harris@hotmail.com,2025-03-03,Product did not match description,refund,1046.6,Phone,CSR-0001,ACH
RTN-88146295,ORD-86105033,CUST-6164,wendy.wagner@yahoo.com,2025-02-28,Item arrived late,Refund,102.48,Phone,CSR-0005,Credit Card
RTN-42018312,ORD-97436588,GUEST-100973,llong@example.org,2025-03-12,No longer needed,Refund,1186.46,Phone,,Credit Card
RTN-62562871,ORD-97436588,GUEST-100973,llong@example.org,2025-03-29,Wrong item,Refund,0.0,PHONE,CSR-0013,Credit Card
RTN-86595664,ORD-92497892,CUST-6492,timothy.cooke@hotmail.com,2025-03-13,Wrong item,Refund,238.9,  Social Media  ,ONLINE,Credit Card
RTN-03179915,ORD-23014711,CUST-2751,stephanie.ho@hotmail.com,2025-02-18,Arrived damaged,Refund,2864.26,Web,ONLINE,ACH
RTN-08205165,ORD-22806233,CUST-4668,benjamin.dixon@hotmail.com,2025-03-08,Wrong item,Refund,1185.8,Web,ONLINE,Credit Card
RTN-97145421,ORD-20986706,GUEST-100059,rmalone@example.com,2025-02-15,Wrong item,Refund,319.02, Web ,ONLINE,PayPal
RTN-94404546,ORD-40964572,CUST-6422,aaron.frazier@gmail.com,2025-03-05,Changed mind,Refund,548.37,Web,ONLINE,Credit Card
RTN-25531830,ORD-66006459,CUST-2331,colton.gonzalez@yahoo.com,2025-03-15,Wrong item,  Refund ,1069.65,Ebay,ONLINE,Credit Card
RTN-66003121,ORD-50240903,CUST-6506,lynn.wright@yahoo.com,2025-03-04,Changed Mind,Refund,376.59,Ebay,ONLINE,PayPal
RTN-79314921,ORD-18275732,GUEST-102377,ihernandez@example.com,2025-03-09,Wrong item,Refund,577.34,Web,ONLINE,PayPal
RTN-24847035,ORD-03115584,CUST-7197,david.washington@gmail.com,2025-03-12,no longer needed,Refund,931.5,Web,ONLINE,Apple Pay
RTN-22162848,ORD-44938071,CUST-5471,jacqueline.price@hotmail.com,2025-02-21,Arrived damaged,  Refund  ,1234.84,Ebay,ONLINE,Credit Card
RTN-19731834,ORD-19996134,CUST-6778,mindy.randall@hotmail.com,2025-02-27,Wrong item,Refund,867.58,Phone,CSR-0015,Credit Card
RTN-61786434,ORD-38446572,CUST-4042,lori.jones@yahoo.com,2025-03-08,Wrong item,refund,660.98,Phone,CSR-0020,Credit Card
RTN-73997354,ORD-71834164,CUST-5247,david.lopez@yahoo.com,2025-02-17,Item arrived late,Refund,125.85,Web,ONLINE,ACH
RTN-26709476,ORD-30145361,GUEST-102882,claudia53@example.org,2025-05-08, Arrived damaged ,Refund,2214.62,  NewEgg ,ONLINE,Credit Card
RTN-62008088,ORD-66610876,GUEST-102684,jlarson@example.com,2025-03-15,Defective,refund,1400.5,Social Media,ONLINE,Credit Card
RTN-06479948,ORD-84578470,GUEST-102647,elizabeth06@example.com,2025-02-24,Changed mind,Refund,1081.6,Web,ONLINE,Credit Card
RTN-25617631,ORD-50070410,GUEST-103222,benjaminshelton@example.net,2025-03-07,Damaged in transit,Refund,417.85,NewEgg,ONLINE,Credit Card
RTN-64742163,ORD-59372180,CUST-5666,rodney.navarro@yahoo.com,2025-02-17,Damaged in transit,Refund,159.02, Ebay  ,ONLINE,Credit Card
RTN-25265873,ORD-93774057,CUST-4042,lori.jones@yahoo.com,2025-03-07,No longer needed,Refund,1485.55,Ebay,ONLINE,Credit Card
RTN-89755185,ORD-76825830,GUEST-103596,ericperez@example.com,2025-03-14,Item arrived late,Refund,1200.87,Social Media,ONLINE,PayPal
RTN-61734780,ORD-06797483,CUST-4537,diana.miller@yahoo.com,2025-03-16,Product did not match description,Refund,2454.39,Web,ONLINE,Credit Card
RTN-15853498,ORD-79696687,CUST-7067,vanessa.pittman@yahoo.com,2025-02-24,Product did not match description,Refund,1047.86,Phone,CSR-0007,ACH
RTN-47970478,ORD-29066701,GUEST-101028,laura43@example.com,2025-03-15, Defective ,Refund,1904.45, Phone  ,CSR-0016,ACH
RTN-06760179,ORD-82393035,GUEST-103732,rphillips@example.com,2025-03-02,Arrived damaged,Refund,2933.13,Phone,CSR-0001,Credit Card
RTN-66111314,ORD-89194690,GUEST-100124,alexandergonzalez@example.net,2025-03-20,Product did not match description,Refund,1628.19,Web,ONLINE,PayPal
RTN-41930319,ORD-53269727,CUST-3207,todd.woods@gmail.com,2025-03-28, No longer needed ,Refund,266.32,Web,ONLINE,Credit Card
RTN-78550910,ORD-24907719,CUST-2583,katie.landry@yahoo.com,2025-05-12,Found a better price,  refund ,2707.23,Web,ONLINE,Credit Card
RTN-18278288,ORD-24907719,CUST-2583,katie.landry@yahoo.com,2025-06-05,Defective,Refund,0.0,Web,ONLINE,Credit Card
RTN-17676148,ORD-07065903,CUST-2009,devin.thornton@yahoo.com,2025-02-25,Damaged in transit,Refund,1124.06,Social Media,ONLINE,Credit Card
RTN-51066113,ORD-80871568,GUEST-102190,jackfrench@example.net,2025-03-16,Arrived damaged,Refund,579.86,Web,ONLINE,Credit Card
RTN-63652269,ORD-68608194,CUST-3978,robert.peck@hotmail.com,2025-03-04,  Product did not match description ,Refund,477.28,Web,ONLINE,Credit Card
RTN-76690737,ORD-95355101,CUST-3234,jeremy.wagner@hotmail.com,2025-03-07,Product did not match description,Refund,1046.33,Social Media,ONLINE,Credit Card
RTN-87276130,ORD-54628501,CUST-5668,aaron.taylor@gmail.com,2025-03-13,Changed mind,Refund,224.55,Phone,CSR-0017,Apple Pay
RTN-55844244,ORD-78819195,CUST-5804,chloe.lee@hotmail.com,2025-03-13,FOUND A BETTER PRICE,  Refund ,266.51,Ebay,ONLINE,PayPal
RTN-70479039,ORD-18161054,GUEST-101556,james88@example.com,2025-03-22,Changed mind, Refund ,315.9,Web,ONLINE,Credit Card
RTN-37143020,ORD-28260966,GUEST-102773,diana26@example.net,2025-02-26,Item arrived late,Refund,124.38,Web,ONLINE,Credit Card
RTN-77191846,ORD-86892968,GUEST-100464,greg33@example.net,2025-03-09,Wrong item,Refund,88.16,Web,ONLINE,Apple Pay
RTN-84273294,ORD-05105204,CUST-3210,darlene.chandler@gmail.com,2025-03-18,Changed mind,Refund,2058.28,  Phone  ,CSR-0013,Credit Card
RTN-50445307,ORD-05105204,CUST-3210,darlene.chandler@gmail.com,2025-03-20,Item arrived late,Refund,126.19,  PHONE ,CSR-0013,Credit Card
RTN-35801914,ORD-15353625,CUST-5101,scott.villanueva@gmail.com,2025-03-06,  Found a better price  ,Refund,6310.29,PHONE,CSR-0018,Credit Card
RTN-44343388,ORD-32796704,GUEST-102570,wattsdennis@example.com,2025-03-11,No longer needed,Refund,194.57,Web,ONLINE,Credit Card
RTN-37078237,ORD-61456076,GUEST-103068,tuckerkevin@example.com,2025-03-21,Found a better price,Refund,705.92,  Phone ,CSR-0018,Credit Card
RTN-73502950,ORD-61456076,GUEST-103068,tuckerkevin@example.com,2025-04-09,Arrived damaged,Refund,0.0,Phone,CSR-0018,Credit Card
RTN-97442077,ORD-56513724,CUST-6662,david.todd@hotmail.com,2025-02-23,Defective,Refund,821.99,Web,,Credit Card
RTN-62732306,ORD-76813488,CUST-3724,christopher.jackson@hotmail.com,2025-03-19,Found a better price,refund,1159.6,Ebay,ONLINE,Apple Pay
RTN-33093331,ORD-45655977,CUST-5840,michelle.ross@yahoo.com,2025-03-09,Item arrived late,Refund,159.22,Phone,CSR-0011,PayPal
RTN-62874487,ORD-50028336,CUST-4844,dustin.hess@gmail.com,2025-03-12,Arrived damaged,Refund,714.81,SOCIAL MEDIA,ONLINE,Credit Card
RTN-98365091,ORD-09497677,GUEST-101428,tjacobs@example.org,2025-03-17,Arrived damaged,REFUND,112.22,Web,ONLINE,Credit Card
RTN-47332412,ORD-36594957,GUEST-100675,travis88@example.org,2025-03-09,Arrived damaged,Refund,1777.7,Web,ONLINE,PayPal
RTN-84947885,ORD-20564578,CUST-1487,ryan.jimenez@gmail.com,2025-03-06,Product did not match description,Refund,236.85,EBAY,ONLINE,Credit Card
RTN-28577777,ORD-25133721,CUST-6799,jennifer.keith@yahoo.com,2025-03-07,Damaged in transit,Refund,229.16,Web,ONLINE,Credit Card
RTN-42680909,ORD-24343561,CUST-3219,sara.roy@hotmail.com,2025-03-15,Defective,Refund,2087.27,Web,ONLINE,Credit Card
RTN-56310400,ORD-08422309,GUEST-102548,davidwoods@example.net,2025-05-04,Wrong item,  Refund ,428.03,Web,,Apple Pay
RTN-12634091,ORD-72034020,CUST-5531,gabrielle.king@yahoo.com,2025-03-17,Item arrived late,Refund,1159.6,Phone,CSR-0012,PayPal
RTN-52478185,ORD-42086630,CUST-3071,matthew.evans@hotmail.com,2025-03-13,Item arrived late,Refund,209.11,Web,ONLINE,Credit Card
RTN-72175912,ORD-97026431,CUST-3703,douglas.flores@hotmail.com,2025-03-21,Arrived damaged,Refund,185.88,Phone,,PayPal
RTN-71897415,ORD-83222208,GUEST-103056,harringtonchristopher@example.com,2025-03-24,Changed mind,Refund,1170.84,Phone,CSR-0004,PayPal
RTN-78238429,ORD-82616565,GUEST-101495,zbrown@example.net,2025-03-18,Arrived damaged,Refund,954.3,Web,ONLINE,Credit Card
RTN-39756864,ORD-28980465,GUEST-103590,rossscott@example.com,2025-03-04,Item arrived late,Refund,304.39,Social Media,ONLINE,Credit Card
RTN-18786913,ORD-92927995,CUST-3352,angela.kim@hotmail.com,2025-05-21,Arrived damaged,Refund,669.78,Phone,CSR-0015,Credit Card
RTN-91778513,ORD-26133586,GUEST-101699,debbiediaz@example.net,2025-03-15,Arrived damaged,Refund,248.16,Social Media,ONLINE,Credit Card
RTN-38545505,ORD-77731063,CUST-4125,michael.reeves@yahoo.com,2025-03-14,Found a better price,Refund,116.98,Web,ONLINE,PayPal
RTN-72369454,ORD-89373040,CUST-1971,timothy.martinez@gmail.com,2025-03-02,Item arrived late,Refund,7.98,Web,ONLINE,Credit Card
RTN-72516641,ORD-41035866,CUST-4666,aaron.mcpherson@yahoo.com,2025-03-19,Item arrived late,Refund,1423.8,Web,ONLINE,Credit Card
RTN-52155781,ORD-41035866,CUST-4666,aaron.mcpherson@yahoo.com,2025-04-11,Item arrived late,Refund,692.04,Web,,Credit Card
RTN-93637707,ORD-81850539,CUST-7238,joseph.leach@yahoo.com,2025-03-03,Changed mind,Refund,86.48,  Web  ,ONLINE,Credit Card
RTN-47723285,ORD-83119877,CUST-3474,lisa.landry@hotmail.com,2025-03-09,Damaged in transit,Refund,2772.93,Web,ONLINE,Credit Card
RTN-55953752,ORD-98545264,CUST-5628,russell.williams@yahoo.com,2025-03-30,  Item arrived late ,REFUND,339.91,Ebay,ONLINE,Apple Pay
RTN-04757974,ORD-98545264,CUST-5628,russell.williams@yahoo.com,2025-04-05,Product did not match description, Refund  ,198.13, Ebay ,ONLINE,Apple Pay
RTN-01479541,ORD-61008954,CUST-1689,kimberly.jensen@yahoo.com,2025-03-04,Found A Better Price,Refund,2170.99,Social Media,ONLINE,PayPal
RTN-78094034,ORD-86673404,CUST-3889,pamela.coleman@yahoo.com,2025-03-19,Damaged in transit,Refund,1500.0,  Web  ,ONLINE,Credit Card
RTN-94888904,ORD-36448072,GUEST-103541,scott63@example.net,2025-03-17,No longer needed,Refund,196.33,Social Media,ONLINE,Apple Pay
RTN-94634935,ORD-36448072,GUEST-103541,scott63@example.net,2025-04-06,Item arrived late, Refund ,0.0,Social Media,ONLINE,Apple Pay
RTN-37667256,ORD-54638044,CUST-7329,raymond.fox@yahoo.com,2025-03-10,Found a better price,Refund,4798.18,Web,ONLINE,PayPal
RTN-19567267,ORD-54638044,CUST-7329,raymond.fox@yahoo.com,2025-03-19,Item arrived late,Refund,0.0,Web,ONLINE,PayPal
RTN-68257365,ORD-59661317,CUST-5155,melissa.fischer@gmail.com,2025-03-06,Damaged in transit,Refund,1355.99,Phone,CSR-0006,PayPal
RTN-95323056,ORD-54195889,CUST-4056,laurie.johnson@hotmail.com,2025-03-19,Defective,Refund,1944.14, NewEgg ,ONLINE,PayPal
RTN-30975715,ORD-49039993,CUST-6270,erica.holland@hotmail.com,2025-03-09,Defective,Refund,276.74,Phone,CSR-0009,Credit Card
RTN-82807646,ORD-10653611,CUST-3974,colleen.lucas@hotmail.com,2025-03-22,Defective,Refund,3028.89,Phone,CSR-0016,Credit Card
RTN-20844919,ORD-00817393,CUST-2919,kevin.davies@gmail.com,2025-04-24,Wrong item,Refund,2747.53,  Web ,ONLINE,Credit Card
RTN-24413744,ORD-67642624,GUEST-101836,ggonzales@example.net,2025-04-21,Changed mind,Refund,712.16,Web,ONLINE,PayPal
RTN-96103462,ORD-90443735,GUEST-103439,jose74@example.net,2025-05-06, WRONG ITEM ,Refund,103.13,Social Media,ONLINE,PayPal
RTN-04613916,ORD-00897425,CUST-2990,james.allen@gmail.com,2025-03-04,Damaged in transit,Refund,1968.02,Web,ONLINE,Credit Card
RTN-07477007,ORD-59572247,GUEST-103442,michael68@example.net,2025-03-20,Changed mind,Refund,994.9,Phone,CSR-0010,ACH
RTN-82186556,ORD-27102233,GUEST-102225,gilbertamy@example.net,2025-03-25,Changed mind,Refund,416.2,Web,ONLINE,PayPal
RTN-78327766,ORD-89679534,CUST-3947,james.wolf@hotmail.com,2025-03-13,Arrived damaged,Refund,1121.23,Web,ONLINE,Credit Card
RTN-83291871,ORD-33878653,GUEST-101952,elizabethvilla@example.com,2025-03-21,Defective,Refund,1078.43,Web,ONLINE,Credit Card
RTN-44434298,ORD-09084725,CUST-4915,robyn.berg@gmail.com,2025-03-25,Found a better price,Refund,975.38,Ebay,ONLINE,Credit Card
RTN-83436342,ORD-96732195,CUST-1543,wendy.andrews@hotmail.com,2025-03-26,Changed mind,Refund,1276.66,Web,ONLINE,Google Pay
RTN-53894472,ORD-51598661,CUST-6337,amber.anderson@yahoo.com,2025-04-05,Found a better price,Refund,231.39,Social Media,ONLINE,PayPal
RTN-38709917,ORD-51598661,CUST-6337,amber.anderson@yahoo.com,2025-04-24,Wrong item,Refund,231.71, Social Media ,ONLINE,PayPal
RTN-24603630,ORD-88317841,CUST-1470,david.morales@hotmail.com,2025-03-26,Product did not match description,REFUND,1666.35,Web,ONLINE,Credit Card
RTN-72741064,ORD-99506844,GUEST-101410,huberteresa@example.com,2025-03-10,Changed mind,Refund,1069.78, NewEgg ,ONLINE,Credit Card
RTN-41226039,ORD-00453432,GUEST-103461,vanessa92@example.com,2025-04-02,Item arrived late,Refund,856.73,Web,ONLINE,Credit Card
RTN-10384450,ORD-33079389,GUEST-100869,jerry94@example.net,2025-03-21, Wrong item ,Refund,297.52,Ebay,ONLINE,PayPal
RTN-72795879,ORD-51414002,CUST-5019,christine.johnson@yahoo.com,2025-03-08,Defective,Refund,1523.61,Web,ONLINE,Credit Card
RTN-88162625,ORD-51414002,CUST-5019,christine.johnson@yahoo.com,2025-03-10,Product did not match description,Refund,0.0,Web,ONLINE,Credit Card
RTN-52580783,ORD-03421640,GUEST-101778,christopher15@example.net,2025-03-09, Changed mind  ,Refund,615.19,Web,ONLINE,Credit Card
RTN-12021904,ORD-06960457,CUST-2251,alex.lopez@gmail.com,2025-03-05,Arrived damaged,Refund,708.62,Phone,CSR-0002,ACH
RTN-48334440,ORD-75795828,CUST-5544,shelley.elliott@gmail.com,2025-03-28,Found a better price,Refund,2839.43,Web,ONLINE,PayPal
RTN-33388988,ORD-60531972,CUST-4762,scott.garcia@yahoo.com,2025-03-30,Damaged in transit,Refund,6131.84,Phone,CSR-0002,Credit Card
RTN-60436056,ORD-96453137,CUST-1607,lori.thompson@yahoo.com,2025-04-03,Changed mind,Refund,1425.36,Web,ONLINE,PayPal
RTN-35626368,ORD-75505570,GUEST-103480,xgarza@example.org,2025-03-25,Item arrived late,Refund,231.75,Web,ONLINE,Credit Card
RTN-20054224,ORD-92723586,CUST-2424,john.morton@gmail.com,2025-03-31,Item arrived late,Refund,750.41,Web,ONLINE,Credit Card
RTN-29999335,ORD-09743456,CUST-5409,valerie.cannon@yahoo.com,2025-03-12,Changed mind,Refund,771.05,Phone,CSR-0007,Credit Card
RTN-25836590,ORD-42100093,CUST-1650,lauren.cantrell@gmail.com,2025-04-04,Product did not match description,Refund,363.44,Ebay,,Apple Pay
RTN-79146183,ORD-06786901,GUEST-100029,tuckerrobert@example.com,2025-03-20,No longer needed,  Refund  ,476.51,Social Media,ONLINE,Credit Card
RTN-20305849,ORD-19757406,CUST-6337,amber.anderson@yahoo.com,2025-04-23,Changed mind,Refund,710.71,phone,CSR-0011,Credit Card
RTN-75992564,ORD-56186144,GUEST-100319,vrobbins@example.net,2025-03-26,Damaged in transit,Refund,1399.45,EBAY,ONLINE,Credit Card
RTN-00676426,ORD-03580290,CUST-2817,justin.smith@yahoo.com,2025-03-11,Item arrived late,Refund,366.96,SOCIAL MEDIA,ONLINE,PayPal
RTN-17103262,ORD-55465079,CUST-2363,jason.trujillo@hotmail.com,2025-03-25,Item Arrived Late,Refund,4994.97,Web,ONLINE,Credit Card
RTN-23166535,ORD-17722292,CUST-6351,kelly.fleming@yahoo.com,2025-03-08,Defective,Refund,5522.21,  Social Media  ,ONLINE,Credit Card
RTN-27426438,ORD-67008966,CUST-4806,stacy.todd@gmail.com,2025-04-05,Changed mind,Refund,156.23,Social Media,ONLINE,Credit Card
RTN-53208084,ORD-37354700,GUEST-103516,mreid@example.net,2025-04-30,Product did not match description,Refund,2059.18,Web,ONLINE,PayPal
